m/z,area,Messung,sccm,Temperatur,Datei
200.5722,2.0040342760945222,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
200.8844,1.7281052272716864,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
201.1791,1.8384743939402663,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
201.4427,1.8654912794603151,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
201.6885,1.7994554124587294,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
201.9122,1.861861515151801,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
202.1359,1.7392867340072784,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
202.3822,1.797391641414516,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
202.6555,1.6634157323235317,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
202.9604,1.7179112121202418,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
203.1983,1.7690380639735,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
203.4272,1.8745325925917102,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
203.7192,2.0234999999991126,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
204.1239,1.8450000000007474,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
204.4749,1.744500000000888,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
204.8308,1.9277021980668163,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
205.1193,1.8441235587749714,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
205.435,1.9221650241540948,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
205.7511,2.020896127213347,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
205.9815,1.9619073913059584,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
206.212,1.8228956038640458,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
206.601,1.896947238324859,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
207.004,1.9717799114324603,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
207.3847,2.144767375200847,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
207.6568,1.7146034702086703,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
207.9019,1.9062509339787976,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
208.1426,1.9016890338178083,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
208.4743,2.020230772946758,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
208.7699,2.0593944766501,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
209.0475,1.9139769162656304,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
209.3481,1.9905294444441122,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
209.5805,1.9495302093400133,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
209.8267,2.0002436392915794,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
210.1369,2.0475996457325745,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
210.3926,2.050556151368589,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
210.781,1.9971548631239253,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
211.0279,2.0680272866343405,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
211.4489,2.174802962963086,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
211.7329,1.9746331481486425,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
212.1729,1.927400000000811,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
212.4573,2.205538421900403,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
212.696,1.9725663526575632,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
212.9441,1.9795333333337006,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
213.206,2.050066666665027,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
213.597,1.9289333333337546,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
213.9422,2.2065837033592937,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
214.2002,2.1451333333335563,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
214.5506,1.968297039779178,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
214.8551,2.057430033919741,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
215.0951,2.2196368794338257,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
215.4277,2.0988533071216198,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
215.6819,2.1977937018178295,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
215.9224,2.2673852991041494,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
216.302,2.1215283842128576,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
216.6819,2.0720739824228054,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
217.127,2.246559713227648,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
217.4379,2.2570265494901993,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
217.8142,2.158126942646682,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
218.1675,2.2087994680841607,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
218.5629,2.2244249306187394,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
218.9075,2.2642874576022725,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
219.3223,2.115371692876302,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
219.6861,2.3295761409183937,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
219.9662,2.345246993523865,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
220.3399,2.298244858157933,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
220.7233,2.3557006783839074,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
220.9713,2.423530735429531,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
221.3787,2.24861093894478,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
221.6458,2.2108618331787864,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
221.9646,2.315533333333112,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
222.2461,2.447089330866162,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
222.603,2.481599999999844,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
223.0119,2.4941333333331004,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
223.3035,2.5749226433216377,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
223.7082,2.3811799867022785,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
224.1841,2.4159831486406813,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
224.4246,2.586195131501275,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
224.769,3.9700529772458384,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
225.0287,6.368607749705621,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
225.2649,2.556852445331299,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
225.5958,2.5199764701541234,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
226.0358,2.9297392361114385,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
226.481,2.675088512116207,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
226.8839,2.406731944444862,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
227.2112,2.609342457152055,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
227.4913,2.516377770388385,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
227.9046,2.4451495271876595,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
228.1614,2.4154746601659567,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
228.6324,2.7444645242328845,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
228.9801,2.5380791223413346,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
229.2803,2.5479964095755134,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
229.5473,2.644628745568422,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
229.8909,2.616217833925192,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
230.3303,2.662393683512117,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
230.6027,2.6385070478708617,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
230.8944,2.523686421396227,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
231.2773,2.524625502362676,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
231.5311,2.5280317449778784,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
231.7851,2.5519999999987846,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
232.1256,2.757070175828674,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
232.3847,2.6572319518334777,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
232.7447,2.6772577239224384,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
233.057,2.596303564341695,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
233.384,2.806400000001616,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
233.8219,2.6916714569152935,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
234.1012,2.6119271825393287,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
234.3421,2.8679034438796758,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
234.6748,2.716351906178083,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
234.9208,2.784675028347182,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
235.1718,2.731958921484732,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
235.5388,2.776124624432676,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
235.8192,2.7521068239795086,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
236.1384,2.5328461947278145,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
236.3997,2.7549484623011904,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
236.7047,2.8418037485824255,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
237.0342,2.74485598781158,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
237.3057,2.8735246456912984,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
237.5774,2.7060353670634396,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
237.8589,2.8282586663838885,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
238.1164,2.752883645124293,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
238.4906,2.8730633645124284,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
238.8602,3.007534956065979,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
239.2496,2.874478302152232,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
239.5224,3.0120483276648096,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
239.7905,2.8676960175747013,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
240.2002,2.9587328231300662,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
240.6541,3.0154518211455246,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
241.0988,2.899166666665233,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
241.5145,3.0853666666676673,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
241.9501,2.9253000000011724,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
242.3028,2.998800000001215,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
242.5528,2.9530666666674863,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
242.96,3.16150880272231,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
243.2594,3.0412666666673496,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
243.5148,3.06456059864067,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
243.8932,3.0283953129236156,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
244.144,2.9697313469396334,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
244.4343,2.9099922244887457,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
244.7002,3.137155299321309,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
245.1042,3.0587612857132,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
245.3556,2.9358530612232996,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
245.6467,3.0878965238086202,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
245.9872,3.0328609591854185,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
246.3725,2.992244693879297,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
246.6444,3.144409462584118,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
246.8966,2.9426032653053653,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
247.1787,3.0608415918362564,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
247.4361,3.002690564625746,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
247.6937,2.9850116326522924,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
247.9811,3.110448673471226,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
248.2638,3.3411563673462767,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
248.6807,3.2872263061244302,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
248.9985,3.119974795917625,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
249.2469,3.1382502993195227,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
249.6149,3.229476088435124,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
249.9383,3.3248468435368257,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
250.2968,2.989252891156427,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
250.5807,3.2500958911559805,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
251.0294,3.3441911020408934,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
251.3188,3.383463931972681,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
251.7632,3.2350000000005963,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
252.013,3.2366666666669865,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
252.333,3.2716666666662584,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
252.6732,3.2724544575165933,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
253.0085,3.248638143788304,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
253.3542,3.2249999999997856,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
253.665,3.2336805490198097,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
254.0361,3.313803928104827,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
254.4578,3.300795111111778,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
254.7994,3.5400583006543043,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
255.1412,3.5160700457492116,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
255.4028,3.4557477516351494,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
255.7651,3.345797039216347,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
256.1681,3.4749138562064217,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
256.4856,3.4036883660113713,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
256.763,3.5187061307164598,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
257.2273,3.2794165294080075,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
257.6516,3.323824183007299,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
257.9195,3.364626202615824,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
258.1875,3.4532046078426806,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
258.4557,3.2913838300640386,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
258.7847,3.5973539673159256,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
259.2103,3.4835917908470484,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
259.5754,3.509162065357315,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
259.8493,3.4460569215701637,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
260.1082,3.610165437906982,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
260.5705,3.6355720980345856,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
260.8399,3.64342949673409,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
261.262,3.5116850326824416,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
261.7202,3.5631999999990285,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
262.0768,3.3846999999991283,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
262.3419,3.5818999999994974,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
262.653,3.6005999999996634,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
263.1584,3.4334652149335354,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
263.4853,3.4917999999991585,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
263.9198,3.725563310711931,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
264.1961,3.611928161139024,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
264.6722,3.7068357528945866,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
265.0205,3.7584488436424257,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
265.3076,3.579248183760418,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
265.5641,3.823652124186559,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
265.8668,3.7100072272499407,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
266.1492,3.482280329311009,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
266.4112,3.7289693878842485,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
266.7659,3.7474755656081062,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
267.1053,3.915961349921834,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
267.4193,3.8594356334883195,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
267.8982,3.607165252641921,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
268.3828,3.78272415786937,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
268.6975,3.6501553355963736,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
268.9659,3.9006529411772615,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
269.2344,3.4601079562596606,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
269.5186,3.581429386627442,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
269.8391,3.807189649321182,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
270.1029,3.751866101056552,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
270.5998,3.6162958961833453,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
270.8847,3.8534561777320357,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
271.2371,3.681525219956848,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
271.6676,3.9935116578660113,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
271.9998,3.733600000001502,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
272.2699,3.6609876759660542,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
272.5972,3.7544000000015103,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
272.8987,3.85320000000155,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
273.2317,3.627866666668126,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
273.5908,3.682118087807158,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
273.8929,3.760743499031022,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
274.2369,3.8624999758091327,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
274.5028,3.6849798742191364,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
274.7793,3.778029469042415,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
275.2074,3.8652943698551647,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
275.4895,3.6366207789119667,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
275.7874,3.868064489593648,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
276.1168,3.9309042634277906,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
276.6192,3.5139478894557445,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
276.9911,3.984139882683058,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
277.4104,3.8799906567505635,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
277.7198,4.016036647314371,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
278.0137,3.7288886973868003,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
278.2762,3.8795156930333485,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
278.6124,3.6990307510878924,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
278.8857,3.711734760528204,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
279.217,3.7833183962317642,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
279.4958,3.7609870706315407,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
279.759,3.9060642839893447,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
280.2436,3.5938033502653663,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
280.6232,3.532284808903734,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
280.9872,3.770802213350583,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
281.3092,3.678918474842387,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
281.5944,3.65690402757751,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
281.8903,3.336271885583967,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
282.2022,3.626757819302842,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
282.636,3.665833333337285,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
282.943,3.6587666666706484,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
283.2237,3.80186666666349,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
283.6106,3.8654666666706516,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
283.95,3.671133333331066,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
284.2418,3.7205999999973187,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
284.5816,3.696541433730494,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
284.9959,3.701915589332925,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
285.283,3.4955930468207623,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
285.5542,3.7273591369673755,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
285.8309,3.759904297692252,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
286.113,3.7853759492204513,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
286.39,3.6193993710671775,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
286.6564,3.9440546703912553,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
287.1043,3.5871667307228474,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
287.4564,3.7945342767269192,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
287.7234,3.898542382950166,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
287.9957,3.826110511298688,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
288.3805,3.8768256929864773,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
288.7869,3.6708427440024947,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
289.0545,3.883866957833084,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
289.5899,3.6216856044714536,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
290.0615,3.569142767299635,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
290.3457,3.8525383065446857,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
290.7428,3.8608401933367964,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
291.2207,3.866766526902237,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
291.5539,3.447724283719512,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
291.9679,3.6070604181191404,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
292.4468,3.58286667248747,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
292.7591,3.504600000000096,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
293.0339,3.6076792744027593,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
293.3141,3.6761364721666916,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
293.5945,3.5621044025180435,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
293.8805,3.724200000000233,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
294.1774,3.594599999998924,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
294.4798,3.3948000000000036,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
294.9878,3.7169999999999654,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
295.2906,3.6214521997733518,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
295.8048,3.7429624915856197,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
296.0809,3.6998873344529173,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
296.3518,3.463117581371354,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
296.8072,3.4589614814819782,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
297.1435,3.650234736254159,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
297.4583,3.6104874466918417,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
297.9961,3.724331767677991,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
298.3059,3.5691490909094687,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
298.6539,3.593143406282149,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
298.9804,3.673220482607253,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
299.5468,3.5265267901284503,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
299.8356,3.3747097306375275,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
300.2009,3.3113518462414824,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
300.5119,3.335555364761696,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
300.7957,3.3747114590352894,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
301.096,3.6004473849580823,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
301.4129,3.477187429854851,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
301.7136,3.4851047081944158,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
302.1949,3.6321529068503136,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
302.4796,3.6600721212102787,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
302.7643,3.4853771212127,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
303.241,3.4209751066203906,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
303.559,3.538229848483292,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
303.8992,3.5459811616139327,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
304.1956,3.3461103479225267,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
304.4702,3.385104399549453,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
304.7668,3.5420000000011003,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
305.0582,3.336941879908396,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
305.3606,3.406333333330328,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
305.7678,3.435666666663707,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
306.1422,3.397166666667781,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
306.6436,3.4563522835478473,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
306.9524,3.44105322511314,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
307.2558,3.5484151569260662,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
307.6698,3.4837495508651006,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
308.1282,3.329573863632406,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
308.6312,3.540267137447855,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
309.024,3.6054321482644793,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
309.3007,3.191177040039833,20.0,360.0,400.0,020_360sccm_TR400_MS.asc
