m/z,area,Messung,sccm,Temperatur,Datei
7.7493,22.014600000000137,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
7.8074,23.135699999999254,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
7.8631,2.4560999999999487,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
7.9252,2.5820999999999734,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
8.0339,0.8553009259259601,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
8.0857,3.9807185185183878,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
8.1405,4.019568703703509,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
8.2018,3.8751985185182245,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
8.2616,0.2923612962962932,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
8.3234,1.1854118518517267,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
8.4383,0.7870531481480545,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
8.5494,2.734607222221846,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
8.6668,0.9280338888890163,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
17.9978,7.57048104395472,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
28.0391,2.153242647059124,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
32.0475,1.0596000000003134,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
36.0453,0.45980000000007826,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
36.1592,1.3680000000001207,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
39.5657,3.5313078070164705,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
39.667,26.720914824570798,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
39.7705,50.681645394724285,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
39.8762,94.52178570178738,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
39.9899,1010.5820000000241,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
40.0918,1.1226666666668152,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
43.0931,3.0174893650791885,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
58.1409,0.4712547500001714,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
85.133,1.75256666666624,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
100.1536,1.5314175907259648,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
136.4857,0.5800728353351522,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
138.4318,0.567515291607137,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
143.7252,0.5146177572315193,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
146.9678,0.617883749437546,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
147.8282,0.6777205690506674,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
148.572,0.6716729869545423,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
149.9032,0.724248819163547,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
150.3354,0.7225746288800343,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
150.861,0.7008044197030742,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
152.1208,0.6917452429150989,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
152.9727,0.7110999999994286,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
153.4756,0.7475000000000448,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
153.8152,0.7175999999996728,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
154.0731,0.77740000000018,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
154.7854,0.6926419871797995,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
155.2952,0.7833837393160339,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
155.5033,0.6696956303416094,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
155.8569,0.7720247222218163,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
156.1008,0.750729658119362,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
156.3645,0.7737972970082228,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
156.5654,0.7034416880348215,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
157.564,0.7463254914527309,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
157.9754,0.7465980982904736,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
158.2407,0.7491890705124393,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
158.4428,0.7177051175213254,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
158.7998,0.7322126816235831,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
159.0936,0.7900879914530479,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
159.3519,0.722492371794515,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
159.5666,0.8081776602563586,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
159.9607,0.7042538354698956,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
160.3593,0.8443922649571962,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
160.7463,0.846666666666626,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
160.974,0.796000000000267,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
161.1818,0.8240000000001924,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
161.4058,0.8093333333331002,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
161.8222,0.8480000000001269,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
162.1228,0.8157592174800954,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
162.4277,0.8988619308935646,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
162.6766,0.8138218699189131,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
163.0423,0.8576846239830751,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
163.2756,0.8251928150410239,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
163.5574,0.8354754878049961,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
163.8354,0.8843502642274601,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
164.1903,0.9620281097555149,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
164.3922,0.819243434959176,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
164.6668,0.9053626829270931,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
164.9701,0.9695897560979433,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
165.2169,0.8372732317075986,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
165.4518,0.8611189024385179,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
165.8084,0.9271682215451901,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
166.0274,0.8721032926831329,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
166.2426,0.917804878048491,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
166.657,0.9941666361784455,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
166.9051,0.9216384959353998,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
167.1208,1.0041506097565671,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
167.3936,0.9074432520322144,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
167.7728,0.9876310772354631,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
168.1646,0.9262601117880267,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
168.5078,0.946297510162966,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
168.8022,0.9498259349598905,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
169.1379,0.9402666666673649,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
169.4493,1.0782999999998804,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
169.6871,0.8842333333332846,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
169.8923,1.0714666666662254,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
170.1839,0.9694283197829128,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
170.5497,0.9307634339921325,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
170.7636,0.9553235385210046,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
170.9982,0.9483968157188805,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
171.2248,1.0289056136277335,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
171.5298,1.050176287262748,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
171.7444,0.9897706833141244,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
172.0664,1.040340360046609,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
172.397,0.9796072009291055,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
172.7197,1.0729114692219532,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
172.9598,1.0169168408824514,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
173.1835,0.9675179539298859,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
173.3991,0.9776077719706974,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
173.6272,1.0147730061944935,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
174.0424,1.0876723383665952,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
174.2502,0.9275096109177816,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
174.4622,1.0689696283391776,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
174.6744,1.0623357336430324,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
174.8993,1.0970427797135465,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
175.1659,1.039380449090303,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
175.4953,1.2226907181577915,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
175.7791,1.1361315718148282,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
176.0464,1.2486535714275795,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
176.431,1.1732730933030016,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
176.7532,1.077247212543756,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
177.0673,1.0388000000003266,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
177.2769,1.016400000000464,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
177.5034,1.1130039779317837,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
177.8601,1.1116000000002848,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
178.0786,1.1941999999992372,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
178.4359,1.2124847268358896,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
178.7768,1.2348039867115204,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
178.9958,1.2146015780724833,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
179.3457,1.209947286822351,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
179.7381,1.2625797803610852,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
179.9619,1.2213635197500805,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
180.207,1.3223581395343493,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
180.5495,1.4281877999256458,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
180.8289,1.2803813030633542,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
181.0407,1.3141649409388212,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
181.3289,1.2831644795122736,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
181.541,1.3272642949422693,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
181.7702,1.321600959765158,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
182.093,1.3244358619426577,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
182.3608,1.3614660852709926,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
182.633,1.52541180324829,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
182.8544,1.443576273532322,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
183.1909,1.4794516703579137,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
183.5448,1.4740713916572978,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
183.7752,1.40052187153992,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
183.993,1.3388944905868043,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
184.275,1.466822452934518,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
184.5701,1.5099037006275915,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
184.7883,1.4156743447767226,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
185.2038,1.4525257290513076,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
185.5639,1.4964000000002216,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
185.8428,1.5895666666669022,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
186.2637,1.5723666666668996,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
186.5002,1.4820666666668862,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
186.7195,1.5752333333335666,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
187.1242,1.5838333333335681,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
187.4258,1.5413540169121114,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
187.7105,1.7089333509518303,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
187.9262,1.4928582100074355,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
188.1896,1.6304417547554841,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
188.4662,1.5723204193075904,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
188.6954,1.5313083773788687,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
188.916,1.7587711680768474,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
189.1411,1.6357077255114119,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
189.4011,1.701952695558789,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
189.6395,1.5544680584925297,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
189.8997,1.8186080866817327,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
190.1602,1.5734262684997797,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
190.4382,1.7194478594089337,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
190.7555,1.7710983615211184,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
191.0383,1.631771908032885,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
191.3518,1.757878224102424,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
191.6263,1.9304795542627642,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
191.9708,1.6631602184647758,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
192.2545,1.7362628875963437,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
192.6432,1.8112814482024615,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
192.8837,1.7519392529963829,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
193.2205,1.7457338090197985,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
193.6015,1.7545704633536652,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
193.8426,1.771616886893531,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
194.0618,1.789333333333142,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
194.3207,1.8905333333327738,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
194.5841,1.8495697850594315,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
194.8653,1.9388447586325284,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
195.2259,1.8465333333330374,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
195.5736,1.7901579292948027,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
195.9878,1.8347999999996412,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
196.2788,1.945134789561894,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
196.6672,1.8792318518520295,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
197.0206,1.978923695286475,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
197.3478,1.9152866750844169,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
197.6974,1.9206626851847486,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
198.0119,2.135079351852068,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
198.2556,2.1551164730638983,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
198.5572,2.0798221969701176,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
198.9123,1.9796534680131013,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
199.2188,1.849183265993668,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
199.4456,2.0812305387203778,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
199.668,1.9250902272733295,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
199.9172,2.0161758838387827,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
200.3359,2.1226408501687413,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
200.59,1.906488737372675,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
200.8755,2.0908182239058863,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
201.2237,2.260640900673759,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
201.6125,2.0900328367007774,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
201.8853,2.2349081565644027,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
202.2613,2.123550353536058,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
202.4852,1.9640853619538352,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
202.9021,2.0349112878796345,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
203.2476,2.0355768855228957,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
203.5395,2.0624999999992135,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
203.8226,2.0984999999992766,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
204.1194,2.0745000000010614,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
204.3714,2.0159999999994325,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
204.7947,2.1119999999995116,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
205.0652,2.0947190338158608,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
205.3087,2.083500000000825,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
205.5479,2.135265128823618,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
205.8098,2.1309807407402253,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
206.1623,2.206745813205738,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
206.4653,1.9837990499204392,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
206.9134,2.090331851851409,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
207.1535,2.154777761674181,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
207.4391,2.2565362962961033,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
207.7521,2.256185555557009,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
208.1017,2.1412133655393895,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
208.4471,2.1510546296300315,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
208.6926,2.1280259581319214,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
208.9292,2.2839219565214974,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
209.1978,2.276175966183424,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
209.4347,2.3256998953296555,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
209.8176,2.3117517069245754,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
210.21,2.133342238325517,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
210.4885,2.291646336553702,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
210.8496,2.1665458373596085,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
211.1057,2.1634671739129474,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
211.4535,2.3555556521743344,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
211.7787,2.2648241626386194,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
212.0537,2.1357800161031255,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
212.3472,2.3858666666647723,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
212.6088,2.223333333334125,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
212.9395,2.36746666666753,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
213.1693,2.3076666666664445,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
213.4958,2.277000000000868,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
213.7535,2.310733333334066,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
214.0896,2.3244532069076036,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
214.5644,2.361333333333628,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
215.0074,2.2190858464368044,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
215.2429,2.3001738205352966,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
215.5109,2.3384496453890353,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
215.8253,2.475046037620855,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
216.1399,2.3715953515246824,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
216.4131,2.294631221090373,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
216.654,2.347301318224823,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
216.9925,2.396442067531104,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
217.4519,2.4294679925982723,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
217.7352,2.3957780758548095,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
218.014,2.3252000231257064,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
218.3023,2.5457889685491053,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
218.7352,2.5851591119323616,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
218.996,2.5942675917352065,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
219.243,2.5122137604062416,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
219.5648,2.4998043169895805,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
219.8495,2.513932369718731,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
220.2231,2.799234227566158,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
220.5877,2.5370581097742493,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
221.0087,2.564008610853733,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
221.2475,2.460523990132254,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
221.4958,2.7819532146182984,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
221.8474,2.6327867483805285,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
222.3165,2.434667591735556,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
222.5842,2.6930999999996885,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
222.8379,2.755766666666446,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
223.1435,2.454966666666389,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
223.3882,2.5883465942673043,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
223.7365,2.603799999999817,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
224.0003,2.887366666666381,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
224.4293,2.938454558215183,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
224.7454,3.3649431737592757,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
224.9862,5.202389989658038,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
225.2318,2.7924025783098423,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
225.5485,2.930364413416297,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
226.0169,3.1784174202133686,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
226.4146,2.939030917554102,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
226.8175,2.7950970301421387,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
227.1733,2.8649427083339787,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
227.4486,2.7918321512981397,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
227.7288,2.6530708111707217,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
228.014,2.9081039819746843,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
228.4135,2.848635475766697,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
228.6514,2.7634479536033156,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
228.9753,2.88119997783528,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
229.2994,2.830700893913564,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
229.5664,2.7895191784885265,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
229.805,2.8665517952138346,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
230.0723,2.8492424128264915,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
230.3924,2.7396327053793135,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
230.6936,2.8594055629420847,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
230.9566,2.9186380614672953,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
231.2821,2.8624000000013767,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
231.6653,3.0191999999985812,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
232.092,2.9456000000018077,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
232.3559,3.0255999999992484,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
232.6007,2.9200000000016213,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
232.8792,2.8543859339559337,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
233.1868,2.9513822420629348,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
233.4273,3.063589172334819,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
233.7063,3.0801756235821314,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
234.1301,3.007542793366361,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
234.559,2.9312340490352304,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
234.8725,2.969441595804206,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
235.1283,3.1250710246591877,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
235.5388,3.1220157738090895,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
235.7853,3.1964647108841016,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
236.0948,3.045841035997775,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
236.3755,2.934915837584902,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
236.7338,3.3544967616208257,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
237.17,2.8217129535176166,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
237.4319,3.2959791666668594,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
237.7424,3.152999709467238,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
238.2038,3.261126636905018,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
238.5587,3.0495818452413013,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
239.0208,3.3169833120752785,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
239.3081,3.130453741497029,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
239.5614,3.1583796697849804,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
239.888,3.2379810019844415,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
240.1855,3.237650283447212,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
240.5955,3.2300919359389333,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
240.9131,3.250179117061144,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
241.1721,3.1118183531750523,17.0,210.0,400.0,017_210sccm_TR400_MS.asc
